Time,AFeedStream1,DFeedStream2,EFeedStream3,TotalFeedStream4,RecycleFlowStream8,ReactorFeedRateStream6,ReactorPressurekPagauge,ReactorLevel,ReactorTemperatureDegC,PurgeRateStream9,ProductSepTempDegC,ProductSepLevel,ProdSepPressurekPagauge,ProdSepUnderflowStream10,StripperLevel,StripperPressurekPagauge,StripperUnderflowStream11,StripperTemperatureDegC,StripperSteamFlowkgperhr,CompressorWorkkW,ReactorCoolingWaterOutletTempDegC,SeparatorCoolingWaterOutletTempDegC,ComponentA6,ComponentB6,ComponentC6,ComponentD6,ComponentE6,ComponentF6,ComponentA9,ComponentB9,ComponentC9,ComponentD9,ComponentE9,ComponentF9,ComponentG9,ComponentH9,ComponentD11,ComponentE11,ComponentF11,ComponentG11,ComponentH11,DFeedFlowStream2,EFeedFlowStream3,AFeedFlowStream1,TotalFeedFlowStream4,CompressorRecycleValve,PurgeValveStream9,SeparatorPotLiquidFlowStream10,StripperLiquidProductFlowStream11,StripperSteamValve,ReactorCoolingWaterFlow,CondenserCoolingWaterFlow,Quality,Predicted_Quality,Anomaly_score%,top_feature_1,top_feature_2,top_feature_3,top_feature_4,top_feature_5,top_feature_6,top_feature_7
01-07-2004 17:27,0.22505,3620.4,4553.5,9.3905,27.065,42.44,2697.2,74.669,120.39,0.35421,79.82,50.613,2626.4,24.973,49.542,3094.1,22.734,65.666,222.84,341.23,94.701,77.169,31.958,8.9331,26.064,6.9405,18.988,1.6862,32.621,13.837,23.457,1.2646,18.561,2.2485,4.9535,2.2858,0.025279,0.84206,0.10375,52.898,44.379,63.177,54.115,22.294,60.369,22.18,41.972,39.904,45.473,46.375,41.055,18.602,0,0,2.3496490286303455,ComponentG9,ComponentG11, , , , , 
01-07-2004 12:24,0.2002,3639.1,4529.6,9.4286,27.165,41.865,2713.9,74.523,120.4,0.35166,79.931,51.463,2643.3,23.43,49.079,3108.4,22.649,65.922,235.95,343.5,94.541,76.942,32.074,8.7128,26.454,6.8558,18.534,1.6573,33.253,13.734,23.815,1.3956,18.165,2.23,4.7703,2.2734,0.02744,0.80834,0.096851,53.869,43.666,63.644,54.298,19.885,59.618,23.164,41.373,42.406,44.404,49.371,41.931,18.874,0,0,2.799984496599163,ReactorFeedRateStream6,ComponentB6,ProdSepUnderflowStream10,CompressorRecycleValve,AFeedStream1,AFeedFlowStream1,ReactorCoolingWaterFlow
01-10-2004 19:07,0.39496,3652.6,4497.5,9.3306,27.059,42.209,2750.7,75.38,120.42,0.32466,79.019,48.818,2679.5,23.148,51.024,3151.6,22.555,65.305,235.45,338.89,94.502,76.794,31.261,8.7981,28.111,6.8443,19.298,1.6507,30.933,13.547,26.705,1.1033,18.364,2.1735,4.6734,2.1588,0.019719,0.81533,0.092503,53.894,43.929,63.009,53.786,38.853,58.5,22.314,37.928,34.621,48.903,47.851,41.764,19.119,0,0,6.97753237061751,StripperPressurekPagauge,ComponentC9,ComponentA9,ReactorPressurekPagauge,ComponentC6,ProdSepPressurekPagauge,AFeedStream1
01-06-2004 20:10,0.26293,3714.4,4647.4,9.5611,26.932,42.682,2754.1,74.659,120.42,0.70119,79.546,49.85,2682.5,23.56,49.416,3151.5,22.862,63.299,178.36,346.03,94.378,78.394,32.395,9.6104,26.896,6.856,17.942,1.3359,32.722,14.826,24.559,1.1656,17.531,1.922,4.6823,2.2378,0.011946,0.82899,0.06865,54.35,43.102,64.753,56.768,25.681,64.845,23.499,81.54,37.659,45.183,33.995,42.346,17.876,0,0,23.699017416680007,PurgeRateStream9,PurgeValveStream9,ComponentF9,ComponentF6,ComponentB9,StripperPressurekPagauge,ComponentB6
01-07-2004 09:15,0.25516,3693.2,4472.0,9.3651,26.781,42.061,2690.6,74.883,120.39,0.35333,80.325,49.138,2618.3,26.164,48.984,3090.2,23.726,66.652,245.9,338.26,94.705,76.913,31.978,9.0135,26.287,6.978,19.248,1.6793,32.718,13.953,23.651,1.3053,19.04,2.2662,4.914,2.3335,0.016362,0.81743,0.099373,53.687,44.07,62.47,53.642,24.354,60.215,21.301,42.087,35.562,44.182,51.955,41.117,16.255,0,0,2.6227058741530804,StripperTemperatureDegC,ProdSepPressurekPagauge,ReactorPressurekPagauge,StripperPressurekPagauge,CompressorWorkkW,CompressorRecycleValve,ComponentE6
1/13/2004 18:43,0.11827,3694.3,4706.1,8.7125,26.849,41.805,2730.5,78.538,120.31,0.28965,75.788,49.721,2659.5,25.631,50.104,3113.4,23.097,62.8,199.47,345.25,95.742,74.504,31.689,8.7896,28.676,6.8719,17.478,1.5867,32.976,13.546,27.266,1.0279,16.14,2.1685,4.6633,2.2222,0.010679,0.69859,0.08002,52.957,44.046,63.717,56.678,11.911,58.67,24.906,32.9,37.28,46.774,36.92,39.068,19.048,0,0,14.933966105110468,ProductSepTempDegC,SeparatorCoolingWaterOutletTempDegC,ReactorCoolingWaterOutletTempDegC,ComponentC9,ComponentC6,TotalFeedStream4,ComponentE11
1/15/2004 0:44,0.25721,3694.6,4544.2,9.3064,26.596,42.503,2706.6,75.034,120.24,0.31572,80.062,52.476,2635.2,24.705,49.424,3100.1,23.142,66.39,246.87,343.91,96.522,77.374,32.037,8.9347,25.88,7.066,18.711,1.6444,33.611,13.959,23.269,1.223,18.275,2.3018,4.892,2.3801,0.006709,0.81118,0.092314,53.837,43.13,63.465,53.916,25.07,63.033,22.764,37.304,45.386,45.202,52.167,37.184,17.628,0,0,12.136435618509363,ReactorCoolingWaterOutletTempDegC,ReactorTemperatureDegC,ReactorCoolingWaterFlow,ProductSepLevel,SeparatorPotLiquidFlowStream10,ComponentA9,ComponentC9
01-01-2004 18:34,0.254,3720.5,4540.9,9.3745,26.509,42.055,2693.1,75.22,120.42,0.35288,80.549,48.974,2621.4,26.893,49.729,3091.9,22.257,67.117,256.62,341.39,94.592,77.184,31.909,8.899,25.483,6.7927,18.866,1.6658,32.84,13.896,23.27,1.3836,18.745,2.2737,4.9182,2.3998,0.015037,0.81875,0.10395,54.01,43.468,63.597,53.61,25.268,58.701,21.598,41.764,35.081,45.907,55.835,41.364,19.711,1,1,3.4420944151444717,StripperTemperatureDegC,ComponentC6,StripperSteamValve,StripperSteamFlowkgperhr,TotalFeedFlowStream4,ComponentH9,RecycleFlowStream8
1/19/2004 1:32,0.20709,3733.3,4482.3,9.3144,26.984,42.526,2703.2,74.922,120.39,0.34776,79.926,50.067,2621.2,24.178,52.356,3100.0,22.748,65.744,236.27,339.26,94.518,77.202,32.362,8.8631,26.234,6.6299,18.677,1.6668,33.433,13.936,24.164,1.2551,18.503,2.3325,4.7865,2.2492,-0.0063747,0.83565,0.096484,53.607,44.778,63.382,54.754,20.122,60.789,20.568,41.54,38.298,51.987,48.233,40.927,18.74,0,0,3.3214745567077832,CompressorRecycleValve,ComponentF9,ComponentD11,ComponentD6,StripperLiquidProductFlowStream11,StripperLevel,DFeedStream2
1/17/2004 8:24,0.29446,3627.9,4476.3,9.2812,26.908,42.414,2702.3,75.029,120.4,0.34181,80.412,48.223,2630.0,26.855,51.11,3100.1,22.433,65.819,230.7,339.95,94.956,77.254,31.801,9.0354,26.434,6.8031,19.175,1.6702,32.487,13.942,23.4,1.3848,18.906,2.3509,4.8486,2.28,0.011771,0.86313,0.10603,54.27,43.64,62.081,54.499,28.843,60.76,22.002,40.312,32.87,49.102,47.512,40.426,19.354,0,0,3.629110741111681,ComponentF9,ReactorCoolingWaterOutletTempDegC,SeparatorPotLiquidFlowStream10,ProductSepLevel,ProdSepUnderflowStream10,DFeedFlowStream2,ComponentC9
01-04-2004 11:33,0.23344,3656.6,4488.5,9.2388,26.637,42.456,2701.9,74.865,120.38,0.3245,80.08,52.769,2630.9,25.16,49.218,3098.1,22.568,65.755,230.36,341.25,94.753,77.203,31.84,8.7709,26.628,6.8596,18.702,1.6417,33.038,13.895,23.564,1.2614,18.933,2.2624,4.9053,2.2414,0.036863,0.8488,0.10035,53.201,44.145,62.455,53.723,23.252,62.815,22.142,39.263,46.247,44.723,47.29,40.78,19.035,1,1,3.231370612205374,ProductSepLevel,SeparatorPotLiquidFlowStream10,ComponentD11, , , , 
01-04-2004 20:52,0.24322,3684.9,4547.2,9.3446,26.685,42.611,2715.4,75.135,120.42,0.31952,79.982,49.604,2644.8,24.91,50.109,3110.9,23.54,65.569,227.4,343.4,94.542,77.182,32.489,8.9535,26.653,6.7513,18.624,1.6442,33.064,13.618,24.598,1.2502,18.297,2.2367,4.8807,2.2955,0.025042,0.83532,0.098834,53.218,44.34,63.21,54.46,24.134,63.64,22.586,37.748,36.935,46.787,47.064,41.487,16.703,1,1,2.5568579104890574,TotalFeedFlowStream4,ComponentB9,ComponentC9,PurgeValveStream9, , , 
01-06-2004 15:48,0.753,3682.4,4524.4,8.7336,26.856,42.326,2700.5,75.461,120.39,0.32275,80.344,49.737,2630.0,25.137,50.639,3096.7,23.485,66.949,238.49,340.69,94.692,77.317,32.153,8.8122,26.657,6.9616,18.522,1.7345,33.237,13.842,24.408,1.326,18.187,2.3153,4.948,2.3231,0.021664,0.82633,0.082171,53.767,43.365,62.962,53.55,74.314,58.069,22.373,37.969,37.326,48.014,51.023,40.738,16.683,0,0,13.721383094120783,AFeedFlowStream1,AFeedStream1,TotalFeedStream4,ComponentF6,StripperTemperatureDegC,TotalFeedFlowStream4,ComponentF9
01-06-2004 21:50,0.27509,3646.1,4704.0,9.542,26.643,42.847,2690.4,74.586,120.37,0.73781,81.428,51.073,2617.6,23.3,48.377,3091.6,22.179,62.439,113.16,339.93,94.55,79.44,32.524,8.8818,26.943,6.9475,19.018,1.0977,32.515,13.756,24.171,1.1323,18.956,1.5025,5.1389,2.4354,0.029603,0.82396,0.052034,54.568,43.722,62.507,56.952,27.505,62.007,20.794,88.521,41.257,42.779,21.291,41.126,18.638,0,0,25.994270249604924,PurgeRateStream9,PurgeValveStream9,ComponentF9,ComponentF6,StripperSteamFlowkgperhr,StripperSteamValve,SeparatorCoolingWaterOutletTempDegC
01-11-2004 18:50,0.25477,3633.5,4504.6,9.3179,26.716,42.295,2706.3,75.338,120.4,0.32956,80.441,48.935,2635.2,23.395,49.629,3103.8,23.425,65.463,220.7,340.25,94.616,77.786,32.004,8.8316,26.39,6.9419,18.945,1.6904,32.827,13.808,24.264,1.3394,18.378,2.2793,4.8617,2.2535,0.027436,0.84286,0.1045,53.491,43.389,62.854,53.605,24.952,63.089,22.18,39.316,34.964,45.675,45.201,41.163,16.912,0,0,2.5360851228255124,SeparatorCoolingWaterOutletTempDegC,ProdSepUnderflowStream10,TotalFeedFlowStream4, , , , 
1/18/2004 1:37,0.28079,3682.6,4583.2,9.5333,27.125,42.408,2711.8,75.09,120.44,0.35864,80.354,50.342,2641.1,24.923,48.317,3109.0,21.688,66.197,241.44,342.66,94.423,77.682,32.401,8.9736,26.318,6.7707,18.879,1.6339,32.853,13.909,24.189,1.1767,18.711,2.2529,4.8408,2.3202,0.025653,0.82889,0.10827,52.988,43.349,62.133,53.406,27.482,60.448,22.593,42.141,39.106,42.64,50.341,42.274,20.998,0,0,2.798696664683186,ReactorCoolingWaterFlow,TotalFeedStream4,ReactorTemperatureDegC,StripperUnderflowStream11,CondenserCoolingWaterFlow,EFeedStream3,PurgeRateStream9
01-01-2004 15:53,0.28705,3648.7,4484.0,9.3399,26.856,42.463,2695.6,75.722,120.36,0.3321,80.147,49.578,2623.3,26.469,50.012,3095.8,24.235,65.303,220.03,338.72,94.715,77.171,31.818,9.0644,26.336,7.0439,19.332,1.6442,32.626,13.91,24.269,1.4661,18.777,2.2892,4.8233,2.2082,0.032489,0.89058,0.10286,53.517,42.94,62.668,53.525,28.428,60.015,21.362,40.697,36.859,46.562,45.485,40.17,15.113,1,1,3.2855691919012253,ComponentE11,StripperUnderflowStream11,ReactorTemperatureDegC,ComponentD9,CondenserCoolingWaterFlow,ComponentE6,ComponentH11
01-03-2004 05:17,0.27282,3667.3,4432.4,9.3765,26.999,42.506,2700.1,74.774,120.43,0.33089,80.418,50.46,2629.4,26.387,48.808,3098.3,23.797,66.198,244.81,341.11,94.379,77.89,32.022,8.9334,26.012,6.9206,18.85,1.6608,32.95,13.842,23.575,1.225,19.088,2.2855,4.8244,2.3821,0.016905,0.85872,0.10356,53.283,43.921,64.191,53.615,26.594,61.902,22.007,40.111,39.454,43.776,51.025,42.459,16.098,1,0,3.0446560747823352,ReactorCoolingWaterFlow,SeparatorCoolingWaterOutletTempDegC,DFeedFlowStream2,EFeedStream3,ReactorCoolingWaterOutletTempDegC,ReactorTemperatureDegC,ComponentH9
1/13/2004 8:47,0.26153,3667.9,4463.1,9.3287,26.818,42.462,2696.2,75.439,120.41,0.3642,80.215,50.109,2625.3,24.194,50.43,3093.7,22.017,66.407,246.76,341.02,94.646,77.342,32.078,8.9128,25.809,6.9247,19.167,1.6833,32.775,13.811,23.616,1.2245,18.706,2.2884,4.9104,2.3412,0.019039,0.81991,0.090784,54.073,44.69,62.884,54.004,25.888,61.672,22.216,43.765,38.422,47.528,52.175,41.019,20.302,0,0,2.9666229522411545,PurgeValveStream9,PurgeRateStream9,ComponentC6,ComponentH11,StripperUnderflowStream11,CondenserCoolingWaterFlow,StripperSteamValve
1/17/2004 9:48,0.2502,3621.0,4500.3,9.3136,26.834,42.736,2720.6,74.694,120.4,0.31897,79.958,48.243,2650.7,24.807,48.387,3114.2,22.845,65.989,240.09,345.02,94.422,77.507,32.512,8.9026,26.55,6.6754,17.964,1.6326,33.58,13.529,24.059,1.1447,17.966,2.2078,4.8162,2.2222,0.027649,0.81121,0.11241,53.597,43.737,62.739,53.813,24.812,64.468,23.229,38.355,32.928,42.801,49.475,40.54,18.263,0,0,3.223188453533526,ComponentB9,ComponentE6,TotalFeedFlowStream4,ComponentF9,ProdSepPressurekPagauge,CompressorWorkkW,ReactorPressurekPagauge
1/13/2004 14:27,0.23107,3703.7,4437.1,10.199,26.54,43.151,2725.2,70.28,120.46,0.39053,78.678,50.197,2655.9,23.725,50.392,3110.5,25.382,68.815,375.39,356.89,93.709,77.446,33.133,9.009,25.421,6.7588,18.136,1.6179,35.487,13.973,22.713,1.1618,17.987,2.2877,4.5727,2.2133,0.0090658,0.79794,0.096673,52.627,44.233,64.319,53.053,23.119,66.552,25.239,43.93,38.678,47.442,86.379,43.537,12.34,0,0,11.73609463630954,StripperSteamValve,StripperSteamFlowkgperhr,TotalFeedStream4,ReactorLevel,CompressorWorkkW,ComponentA9,StripperTemperatureDegC
01-12-2004 16:00,0.25171,3672.4,4466.3,9.5122,27.057,42.473,2705.6,74.75,120.41,0.33642,80.185,50.671,2634.6,24.592,50.614,3102.5,24.119,65.764,231.94,341.27,94.66,77.137,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,62.908,54.494,24.527,59.71,22.357,40.149,40.074,47.955,47.3,42.1,15.345,0,0,2.529084154477383,StripperUnderflowStream11,CondenserCoolingWaterFlow,TotalFeedStream4,ReactorCoolingWaterFlow, , , 
1/14/2004 14:13,0.2615,3638.9,4590.4,9.27,26.784,42.344,2787.0,75.564,120.41,0.29154,79.189,49.723,2716.0,24.037,52.095,3182.8,22.77,61.033,122.79,341.98,95.404,77.096,31.997,8.7232,26.578,6.6262,19.36,1.6246,32.483,13.614,24.652,1.1164,18.126,2.2031,4.583,2.0634,0.012445,0.83718,0.11931,53.459,44.913,63.013,55.335,25.585,61.58,23.861,34.885,37.285,51.383,21.179,39.457,18.497,0,0,10.714159390343656,StripperPressurekPagauge,StripperTemperatureDegC,ReactorPressurekPagauge,StripperSteamFlowkgperhr,ProdSepPressurekPagauge,StripperSteamValve,ReactorCoolingWaterOutletTempDegC
01-08-2004 09:55,0.25187,3648.3,4504.7,9.3224,26.281,42.452,2698.9,74.552,120.38,0.34277,80.319,49.567,2627.9,24.668,51.355,3096.8,22.461,65.826,229.16,340.42,94.666,77.447,32.418,8.9256,25.849,6.8125,19.34,1.6443,32.815,13.669,23.292,1.2838,18.799,2.2936,4.978,2.3951,0.024097,0.83514,0.10863,53.646,43.559,62.863,53.543,24.799,62.792,21.609,41.4,36.825,49.67,47.082,44.65,19.198,0,0,6.17887807019373,ReactorCoolingWaterFlow,RecycleFlowStream8,ComponentG9,ComponentE6,ComponentH9,ComponentC9,ComponentC6
01-09-2004 00:27,0.26152,3572.4,4523.6,9.46,26.92,42.529,2692.8,74.224,120.38,0.34976,80.142,49.897,2621.2,25.245,51.123,3092.0,22.805,66.579,250.08,340.41,94.944,77.465,32.275,9.0033,25.976,6.9865,19.103,1.6171,33.224,14.093,23.427,1.4572,18.823,2.3036,4.8877,2.286,0.026931,0.81759,0.094349,54.386,44.084,62.283,53.395,25.735,59.388,21.695,41.961,37.796,49.133,52.355,41.012,21.248,0,0,3.2023398642540757,DFeedStream2,ReactorCoolingWaterOutletTempDegC,ComponentB9,CondenserCoolingWaterFlow,ComponentD9,StripperTemperatureDegC,StripperSteamFlowkgperhr
01-04-2004 22:31,0.25979,3689.7,4472.5,9.4215,27.125,42.229,2718.7,75.472,120.42,0.34999,79.687,50.203,2647.2,24.221,50.855,3114.3,22.987,65.013,216.76,342.91,94.605,77.497,32.057,8.7426,26.771,6.8333,18.891,1.6561,33.129,13.828,24.486,1.1798,18.094,2.2294,4.794,2.2129,0.02065,0.82337,0.10322,52.612,43.738,63.728,54.611,25.559,58.865,23.016,40.895,38.697,48.513,43.287,41.576,18.003,1,1,2.8123512803399073,ComponentG11,TotalFeedFlowStream4,StripperPressurekPagauge,StripperTemperatureDegC,ReactorPressurekPagauge,ProductSepTempDegC,StripperSteamValve
01-07-2004 15:38,0.25479,3611.0,4521.7,9.4598,26.735,42.709,2705.4,75.292,120.4,0.32092,79.947,49.355,2634.7,24.41,49.907,3104.3,23.848,65.493,225.78,340.36,94.638,77.119,32.294,9.2353,26.081,6.9184,18.804,1.6345,32.883,13.807,24.326,1.4316,19.274,2.2349,4.8471,2.2555,0.016162,0.82602,0.098934,54.63,43.235,62.865,54.628,24.923,59.062,21.861,38.242,36.203,46.32,45.983,41.394,16.007,0,0,3.6753675744154806,ComponentB6,ComponentE9,ComponentG11,TotalFeedFlowStream4,ComponentD9,ReactorFeedRateStream6,DFeedStream2
1/13/2004 9:00,0.25636,3655.9,4528.3,9.2515,26.906,42.394,2698.8,75.671,120.39,0.34741,80.113,49.494,2627.5,27.219,49.342,3094.6,23.157,66.516,249.69,341.85,94.514,77.147,33.07,8.7388,26.337,6.8633,18.945,1.6485,33.403,13.888,24.015,1.429,18.47,2.2463,4.8487,2.2732,0.015257,0.83455,0.10729,54.486,44.814,63.475,54.586,25.225,63.184,22.343,41.228,36.611,45.012,52.853,41.152,17.601,0,0,3.421681472457074,ComponentA6,ProdSepUnderflowStream10,ComponentH11,StripperSteamValve,ComponentD9,StripperTemperatureDegC,StripperSteamFlowkgperhr
1/18/2004 13:17,0.21766,3628.5,4559.8,9.3726,26.722,41.988,2709.8,75.14,120.36,0.32557,80.236,49.773,2640.0,24.963,49.983,3101.9,22.29,66.187,242.53,343.17,94.442,77.408,32.081,8.8546,26.508,6.818,18.688,1.6496,32.757,13.666,23.724,1.229,18.381,2.2779,4.8603,2.2949,-0.0010451,0.82633,0.09837,53.679,43.403,62.78,54.502,21.477,61.024,21.671,38.176,37.433,46.494,50.312,39.19,19.625,0,0,3.8291815808000305,ReactorCoolingWaterFlow,ReactorTemperatureDegC,ComponentD11,ReactorFeedRateStream6,ComponentB9, , 
01-03-2004 15:26,0.22896,3679.3,4567.1,9.3768,26.908,42.611,2712.7,74.882,120.43,0.32514,79.945,50.094,2641.5,25.579,50.722,3110.3,21.743,65.216,218.93,341.07,94.657,77.311,32.185,8.9218,26.367,6.7968,18.766,1.6761,32.747,13.601,24.317,1.3803,18.203,2.2708,4.8233,2.3128,0.029453,0.8204,0.10645,53.807,43.656,63.022,54.969,22.356,61.629,22.317,38.069,38.378,48.205,44.416,41.685,20.97,1,1,2.686360153977371,EFeedFlowStream3,ComponentB9,StripperUnderflowStream11,CondenserCoolingWaterFlow,ReactorTemperatureDegC,EFeedStream3, 
01-10-2004 15:56,0.23374,3669.8,4493.8,9.2246,27.202,42.003,2706.8,75.89,120.41,0.3161,80.345,49.051,2635.8,23.706,50.354,3105.8,22.727,64.514,193.19,339.84,94.651,77.379,31.998,8.7551,26.497,6.8958,18.989,1.69,32.669,13.808,24.152,1.2508,18.322,2.2547,4.8285,2.3247,0.024196,0.84038,0.085836,53.734,43.278,62.932,54.311,23.035,77.123,21.877,38.356,35.306,47.354,38.544,41.546,18.553,0,0,10.996818760054502,TotalFeedFlowStream4,StripperSteamFlowkgperhr,StripperSteamValve,StripperTemperatureDegC,PurgeRateStream9,ReactorLevel,ReactorFeedRateStream6
1/16/2004 17:15,0.25516,3693.2,4472.0,9.3651,26.781,42.061,2690.6,74.883,120.39,0.35333,80.325,49.138,2618.3,26.164,48.984,3090.2,23.726,66.652,245.9,338.26,94.705,76.913,31.978,9.0135,26.287,6.978,19.248,1.6793,32.718,13.953,23.651,1.3053,19.04,2.2662,4.914,2.3335,0.016362,0.81743,0.099373,53.687,44.07,62.47,53.642,24.354,60.215,21.301,42.087,35.562,44.182,51.955,41.117,16.255,0,0,2.6227058741530804,StripperTemperatureDegC,ProdSepPressurekPagauge,ReactorPressurekPagauge,StripperPressurekPagauge,CompressorWorkkW,CompressorRecycleValve,ComponentE6
01-09-2004 18:59,0.0,3637.8,4308.0,9.5687,26.837,42.321,3000.0,74.544,120.41,0.19717,73.055,50.184,2920.7,24.658,49.72,3445.3,22.302,67.388,461.75,308.49,95.552,73.184,24.555,8.5742,35.302,6.891,19.048,1.5276,21.398,13.504,37.873,1.3757,18.418,1.9815,3.5465,1.5848,0.028429,1.0518,0.1109,54.118,41.967,65.042,41.682,100.0,84.406,-0.03053,3.5817,38.642,45.886,100.27,100.06,64.191,0,0,87.03273461036333,ReactorCoolingWaterFlow,StripperPressurekPagauge,CompressorRecycleValve,ReactorPressurekPagauge,ComponentC9,ProdSepPressurekPagauge,ComponentA9
01-07-2004 01:25,0.2735,3705.1,4628.8,9.5496,26.952,42.411,2695.9,75.514,120.42,0.68014,81.553,48.642,2624.5,24.547,51.169,3096.6,23.232,62.912,126.03,342.22,94.344,79.221,32.403,9.0724,27.037,6.9378,18.56,1.0337,33.254,14.005,23.966,1.2799,18.465,1.4032,5.1027,2.3958,0.025336,0.84209,0.065615,52.906,44.363,63.564,55.573,26.542,63.586,21.353,81.166,34.102,49.238,23.382,41.998,16.11,0,0,26.186272929540863,ComponentF9,PurgeRateStream9,PurgeValveStream9,ComponentF6,StripperSteamFlowkgperhr,StripperSteamValve,SeparatorCoolingWaterOutletTempDegC
1/17/2004 11:24,0.22346,3684.2,4502.4,9.3258,27.103,42.499,2713.1,75.034,120.42,0.33784,79.805,49.732,2641.6,23.917,50.21,3111.1,22.289,65.803,233.67,341.53,94.515,76.953,32.436,8.9343,26.898,6.7807,18.638,1.6442,32.948,13.712,24.122,1.1859,18.242,2.2557,4.7232,2.2652,0.023353,0.83304,0.11205,53.549,43.864,63.626,53.833,21.8,59.343,22.473,40.086,37.311,47.021,48.681,41.44,19.745,0,0,2.4593591585370924,ComponentG9,ComponentC6,TotalFeedFlowStream4, , , , 
01-12-2004 07:58,0.30581,3644.3,4531.4,9.1507,27.37,42.284,2700.8,75.367,120.42,0.33203,80.209,51.111,2628.7,26.129,50.804,3100.3,22.038,64.051,227.81,338.57,94.677,77.493,31.334,8.9147,26.546,6.9833,19.14,1.613,32.664,13.671,23.997,1.2653,18.772,2.2211,4.8158,2.309,0.020959,0.82891,0.093376,54.107,43.366,63.108,53.944,30.011,60.096,21.481,39.397,41.37,48.394,44.429,40.899,20.341,0,0,4.127277954718515,StripperTemperatureDegC,ComponentA6,RecycleFlowStream8,TotalFeedStream4,AFeedStream1,AFeedFlowStream1,ComponentF6
1/19/2004 5:15,0.26807,3626.5,4556.6,9.4016,27.028,42.349,2705.7,74.3,120.38,0.32975,80.156,49.223,2634.1,23.698,51.261,3104.0,23.43,65.349,225.92,340.79,94.601,77.433,32.395,8.9192,26.499,6.8605,18.316,1.6066,33.227,13.902,24.221,1.3133,18.645,2.32,4.8519,2.2671,0.025623,0.85819,0.097386,53.491,43.476,63.153,53.263,26.777,59.502,22.127,38.864,35.813,49.452,45.767,40.256,17.162,0,1,2.7210680463114616,ComponentF9,ComponentF6,ReactorCoolingWaterFlow,ComponentE6,EFeedFlowStream3,TotalFeedFlowStream4,ProdSepUnderflowStream10
1/17/2004 16:56,0.0084402,3741.5,4634.2,11.696,26.817,43.854,3000.0,67.627,120.39,0.33154,74.772,49.198,2943.7,23.738,49.52,3338.6,23.542,69.117,436.85,390.1,92.16,76.883,37.914,7.8994,28.648,6.2679,13.054,1.5208,41.463,12.502,26.569,0.54453,10.553,2.091,3.8504,1.836,-0.00022189,0.45071,0.070851,51.151,44.521,87.654,100.0,0.0,100.02,-0.039859,0.0,35.739,45.424,-0.12973,26.133,9.057,0,0,76.77368511512307,EFeedFlowStream3,DFeedFlowStream2,CompressorRecycleValve,ProdSepPressurekPagauge,ReactorPressurekPagauge,StripperPressurekPagauge,TotalFeedFlowStream4
1/13/2004 18:54,0.3766,3627.5,4570.1,8.7798,27.317,42.054,2713.6,77.296,120.44,0.27924,81.494,50.37,2640.1,26.366,49.915,3120.6,23.949,62.649,132.36,327.24,95.084,78.597,30.768,8.9784,27.477,6.9429,19.45,1.6785,30.772,13.918,25.47,1.2503,19.322,2.2145,4.8259,2.2796,0.029814,0.89963,0.11724,53.448,43.444,62.064,54.024,37.023,58.007,20.102,34.349,39.188,46.337,24.077,39.623,16.389,0,0,8.335130382867238,StripperSteamFlowkgperhr,StripperSteamValve,CompressorWorkkW,StripperTemperatureDegC,TotalFeedStream4,ComponentA9,ProductSepTempDegC
1/15/2004 3:23,0.28673,3620.1,4518.4,9.3027,26.922,42.348,2698.8,75.847,120.03,0.32882,80.257,51.257,2626.6,25.667,49.202,3096.5,22.787,66.038,236.1,341.33,95.277,77.246,32.494,8.9067,25.45,7.1677,18.892,1.6196,32.854,13.755,23.891,1.2958,19.158,2.2317,4.8068,2.3208,0.02966,0.8386,0.11691,53.949,43.875,63.13,53.966,27.795,59.987,22.092,39.394,41.8,44.688,49.161,30.447,18.473,0,0,16.410801761320148,ReactorCoolingWaterFlow,ReactorTemperatureDegC,ReactorCoolingWaterOutletTempDegC,ComponentC6,ComponentD6,ComponentF11,ComponentE9
1/14/2004 6:54,0.39049,3743.4,4334.5,8.797,26.908,42.17,2720.4,77.882,120.42,0.33102,79.206,49.562,2646.7,25.706,49.409,3127.4,22.812,68.479,336.2,331.37,95.065,75.922,31.062,9.1607,26.379,7.0388,20.071,1.6678,31.293,13.951,24.601,1.3249,20.343,2.319,4.7493,2.056,0.025289,0.9262,0.094909,56.198,43.291,63.641,51.258,38.186,59.238,20.323,40.745,36.812,45.167,76.055,40.846,19.443,0,0,8.90678456054998,StripperSteamValve,StripperSteamFlowkgperhr,TotalFeedStream4,StripperTemperatureDegC,EFeedFlowStream3,CompressorWorkkW,ReactorLevel
01-06-2004 12:17,0.74508,3682.4,4463.1,8.6525,27.13,42.192,2707.5,75.301,120.42,0.30609,80.049,48.404,2636.7,25.005,50.486,3104.8,21.185,67.295,257.76,340.26,94.659,77.272,31.77,9.0094,26.245,6.8347,18.962,1.7693,32.856,13.722,24.158,1.2447,18.763,2.3082,4.8264,2.235,0.018828,0.83607,0.087538,54.101,43.968,62.773,53.583,73.437,58.154,22.299,36.406,33.404,47.659,55.191,41.695,22.289,0,0,13.533993758474338,AFeedFlowStream1,AFeedStream1,TotalFeedStream4,ComponentF6,StripperTemperatureDegC,StripperUnderflowStream11,CondenserCoolingWaterFlow
